
TASKID,主题,价值,任务所有者,优先级,修改时间,修改者,涉及对象,关闭时间,创建时间,创建者,到期日期,增加营销活动信息,备注,微信状态,拨打状态,描述,标签,状态,行动摘要
zcrm_105530000002185743,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥市聚茂汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185744,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,安徽远枫必高汽车维修服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185745,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥锦联汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185746,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥德高汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185747,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥昌悦汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185748,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,安徽德信商贸有限公司雷士汽车维修分公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185749,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥容和汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185750,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥中皖汽车修理有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185751,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,安徽锦全汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185752,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,安徽名代汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185753,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,安徽林涵汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185754,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,安徽中帆汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185755,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥利之星汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185756,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥市东达汽车维修有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185757,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,肥东县振祥汽车修理厂,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185758,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥迅捷汽车修理有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185759,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥倍特汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185760,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,肥西大众联合汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185761,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥锦华汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185762,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,合肥元星汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185763,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,巢湖市大富豪汽车修理厂,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185764,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,庐江县昌宇汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185765,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,庐江县康威汽车修理厂,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185766,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,庐江迪克众特汽车修理有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185767,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,庐江县隆胜汽车修配有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185768,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,巢湖市广盛客运有限责任公司汽车修配厂,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185769,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,蚌埠市铁龙汽车维修有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185770,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,安徽欧联汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185771,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,蚌埠市宝业汽车贸易有限责任公司汽车修理厂,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185772,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,蚌埠市虹桥汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185773,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,安徽源润汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185774,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,蚌埠市捷安达汽车服务有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185775,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,五河县汽车修配厂,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185776,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,固镇县万通汽修厂,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185777,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,安徽省蚌埠市汽车运输集团有限公司第二汽车修理厂,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002185778,18年春电销,,袁丽,高,2018-04-13 06:00 下午,零克,芜湖运泰汽车修理有限公司,,2018-04-13 06:00 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186488,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,繁昌县赛科汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186489,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖马立汽修配件有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186490,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖市联众汽车维修有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186491,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖市安达汽车维修服务有限责任公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186492,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖市运浩汽车维修配件有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186493,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖市宏春汽车维修有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186494,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖公路汽车维修服务有限公司芜宁路分公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186495,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖公路汽车维修服务有限公司三山分公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186496,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖市丰润汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186497,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖市有胜汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186498,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖市晨旭汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186499,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖风之星汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186500,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖经济技术开发区伟达美途汽车维修中心,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186501,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖恒鑫汽车运输有限公司修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186502,18年春电销,无,小丁,高,2018-04-14 09:49 上午,小丁,中交二航局第四工程有限公司芜湖汽车修理厂,2018-04-14 09:49 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,修江铃福特的,未添加,有效沟通,,,完成,
zcrm_105530000002186503,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖市添美汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186504,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,镜湖区盛通汽车修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186505,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖市通驰汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186506,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖周掌柜汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186507,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,芜湖华奥汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186508,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,无为凯越汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186509,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,无为县科众汽车修配厂（普通合伙）,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186510,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,无为县星运汽车贸易有限责任公司汽车修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186511,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,繁昌县政通汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186512,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,淮南市乾坤汽车维修中心,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186513,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,淮南市路路达汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186514,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,淮南市桃园汽车修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186515,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,淮南市宜修汽车电子服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186516,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,淮南市春华汽车修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186517,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,谢家集区柏柱汽车修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186518,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,淮南市博通汽车修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186519,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,淮南市日升小汽车维修站,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186520,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,淮南市谢氏汽车修理服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186521,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,淮南市润华汽车维修服务站,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186522,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,淮南起帆汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186523,18年春电销,,小丁,高,2018-04-14 10:28 上午,小丁,凤台县金彭汽车维修有限公司,2018-04-14 10:28 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,拒绝接听,,,完成,
zcrm_105530000002186524,18年春电销,无,小丁,高,2018-04-14 09:52 上午,小丁,凤台县刘集乡天捷汽车修配厂,2018-04-14 09:52 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000002186525,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山宝迪汽车维修有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186526,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山舜天汽车维修有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186527,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市韬韵汽车修理有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186528,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山福运汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186529,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市华南汽车服务有限责任公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186530,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市捷庆汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186531,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市花山区西海岸汽车修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186532,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市万江汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186533,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市真诚小汽车维修有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186534,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市富苑汽车维修中心,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186535,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市瑞安汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186536,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市花山区锦胜汽车修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186537,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市华信汽车维修有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186538,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市丁华汽车维修服务有限责任公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186539,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市长虹汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186540,18年春电销,,小丁,高,2018-04-14 09:57 上午,小丁,含山县大众汽车修理有限公司,2018-04-14 09:57 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,拒绝接听,,,完成,
zcrm_105530000002186541,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山斯潘内锡汽车维修设备有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186542,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市博之星汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186543,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,当涂县振兴汽车维修站,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186544,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山小关汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186545,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市华恒汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186546,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市嘉佳汽车修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186547,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市星达汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186548,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市繁飞起点汽车维修中心,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186549,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,马鞍山市众奥汽车维修服务有限责任公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186550,18年春电销,低,小丁,高,2018-04-14 10:32 上午,小丁,安庆市众悦汽车服务有限责任公司,2018-04-14 10:32 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002186551,18年春电销,无,小丁,高,2018-04-14 10:39 上午,小丁,安庆市新宇机械有限公司汽车修理厂,2018-04-14 10:39 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000002186552,18年春电销,低,小丁,高,2018-04-14 09:58 上午,小丁,太湖县三友汽车维修有限责任公司,2018-04-14 09:58 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,前台一问三不知,未添加,拒绝接听,,,完成,
zcrm_105530000002186553,18年春电销,,小丁,高,2018-04-14 10:39 上午,小丁,太湖县连心小汽车修理厂,2018-04-14 10:39 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,拒绝接听,,,完成,
zcrm_105530000002186554,18年春电销,低,小丁,高,2018-04-14 10:02 上午,小丁,太湖县良周汽车服务有限公司,2018-04-14 10:02 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,方向机,已请求,拒绝接听,,,完成,
zcrm_105530000002186555,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,怀宁县路达汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186556,18年春电销,低,小丁,高,2018-04-14 10:06 上午,小丁,太湖县诚信搏发汽车维修有限公司,2018-04-14 10:06 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,已请求,拒绝接听,,,完成,
zcrm_105530000002186557,18年春电销,无,小丁,高,2018-04-14 10:51 上午,小丁,安庆市双利汽车修理厂,2018-04-14 10:51 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000002186558,18年春电销,高,小丁,高,2018-04-14 10:57 上午,小丁,安庆吉多帮汽车维修有限责任公司,2018-04-14 10:57 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,有合作对象,已请求,有效沟通,,,完成,
zcrm_105530000002186559,18年春电销,高,小丁,高,2018-04-14 10:57 上午,小丁,安庆吉多帮汽车维修有限责任公司山水云间小区分店,2018-04-14 10:57 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,有合作对象,已请求,有效沟通,,,完成,
zcrm_105530000002186560,18年春电销,无,小丁,高,2018-04-14 10:59 上午,小丁,安庆市宏昌汽车服务有限公司,2018-04-14 10:59 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,修大货车,未添加,有效沟通,,,完成,
zcrm_105530000002186561,18年春电销,无,小丁,高,2018-04-14 10:59 上午,小丁,安庆市云华公交小汽车修理厂,2018-04-14 10:59 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,公交小汽车,未添加,有效沟通,,,完成,
zcrm_105530000002186562,18年春电销,无,小丁,高,2018-04-14 11:00 上午,小丁,安庆市德科汽车维修服务有限公司,2018-04-14 11:00 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000002186563,18年春电销,无,小丁,高,2018-04-14 11:04 上午,小丁,安庆迎春汽车修理厂,2018-04-14 11:04 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000002186564,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,桐城友孚汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186565,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,桐城市一通汽车修理有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186566,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,潜山新越汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186567,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,安徽省潜山县润达汽修有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186568,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,宿州市天顺祥汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186569,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,宿州市墉桥区剑兰汽车维修厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186570,18年春电销,低,小丁,高,2018-04-14 11:06 上午,小丁,安徽海达汽车维修服务有限责任公司,2018-04-14 11:06 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002186571,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,宿州市永泰汽车维修有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186572,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,萧县兆鑫汽车运输有限公司修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186573,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,萧县云侠汽车修理有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186574,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,萧县凯达货运汽车修理有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186575,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,灵璧县新大桥汽车维修有限责任公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186576,18年春电销,,小丁,高,2018-04-14 10:08 上午,小丁,利辛县永信汽车维修服务有限公司,2018-04-14 10:08 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,拒绝接听,,,完成,
zcrm_105530000002186577,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,阜阳市北方汽车修理厂（普通合伙）,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186578,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,安徽省阜阳市物华汽车销售有限公司修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186579,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,阜阳市禾达汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186580,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,阜阳市汽车出租公司泉河汽修厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186581,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,界首市晨丰汽车修理厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186582,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,安徽龙泉商务有限公司汽修厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186583,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,阜南县北仓汽车维修服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186584,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,涡阳县车来车往汽车服务有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
